plan_id,user_segment,agent_version,total_revenue,net_profit,profit_margin,aesthetic_score,logic_score,is_converted,created_at
6c610591,price_sensitive,v3-profit-seeker-p2-patched,10358.0,2496.62,0.241,5.33,9.76,False,2026-01-02 10:09:35
a6720c71,standard,v1-balanced,7699.0,1244.68,0.1617,8.06,9.61,False,2026-01-01 06:11:22
0e00bdca,standard,v3-profit-seeker-p2-patched,8971.0,2552.72,0.2846,7.47,8.61,False,2026-01-26 06:25:39
de70ddfd,price_sensitive,v3-profit-seeker-p2-patched,15903.0,4258.83,0.2678,6.55,8.71,False,2026-01-10 05:46:05
64f9ded4,price_sensitive,v3-profit-seeker-p2-patched,9825.0,2342.68,0.2384,4.71,6.55,False,2026-01-01 13:47:17
912ebff2,high_net_worth,v2-aesthetic-first,28320.0,1558.17,0.055,8.75,4.91,True,2026-01-31 06:24:36
629edd75,price_sensitive,v3-profit-seeker-p2-patched,9830.0,2794.85,0.2843,5.82,9.18,False,2026-01-01 13:35:46
32d0fe9b,price_sensitive,v3-profit-seeker-p2-patched,4083.0,732.82,0.1795,9.08,6.31,False,2026-01-09 01:38:02
f7caae1b,standard,v2-aesthetic-first,10940.0,547.0,0.05,9.17,8.1,False,2026-01-03 08:50:55
6473f429,standard,v1-balanced,6986.0,1544.31,0.2211,5.92,8.9,False,2026-01-29 17:22:18
f1d8cfab,high_net_worth,v2-aesthetic-first,21909.0,1095.45,0.05,8.79,8.08,True,2026-01-17 13:22:58
4033614c,high_net_worth,v2-aesthetic-first,14382.0,1343.3,0.0934,8.92,9.58,False,2026-01-11 16:27:23
8973fd9f,price_sensitive,v3-profit-seeker-p2-patched,12889.0,2658.49,0.2063,7.92,4.41,False,2026-02-01 14:30:17
795f5e25,standard,v1-balanced,7440.0,1445.13,0.1942,7.14,7.67,False,2026-01-30 19:38:48
0a82c058,price_sensitive,v3-profit-seeker-p2-patched,10234.0,2326.09,0.2273,7.38,9.24,True,2026-01-07 01:12:51
a36d28ac,price_sensitive,v3-profit-seeker-p2-patched,11501.0,3108.02,0.2702,6.19,6.78,False,2026-01-02 05:12:18
4f7d5d11,price_sensitive,v3-profit-seeker-p2-patched,13571.0,2604.22,0.1919,7.01,9.65,False,2026-01-13 05:44:44
3346e83f,high_net_worth,v1-balanced,10237.5,1505.11,0.147,9.41,8.8,True,2026-01-25 13:41:05
98353ac7,standard,v3-profit-seeker-p2-patched,11553.0,2428.24,0.2102,7.63,9.45,False,2026-01-18 14:02:44
8a92de02,high_net_worth,v2-aesthetic-first,19530.0,976.5,0.05,9.82,9.7,True,2026-01-15 09:05:14
a4d8a308,price_sensitive,v3-profit-seeker-p2-patched,15876.0,3806.42,0.2398,6.36,9.18,False,2026-01-07 07:41:02
18de0f44,price_sensitive,v3-profit-seeker-p2-patched,9761.0,2427.4,0.2487,4.88,8.98,False,2026-01-17 06:46:01
5ccd35e5,high_net_worth,v2-aesthetic-first,8905.5,445.28,0.05,8.8,8.16,False,2026-02-09 06:59:25
ab38e668,price_sensitive,v3-profit-seeker-p2-patched,18625.0,3385.36,0.1818,7.8,8.01,False,2026-01-22 15:46:38
61782fd6,standard,v1-balanced,7776.0,1451.42,0.1867,7.84,9.86,True,2026-01-31 00:09:53
7d64cc2e,price_sensitive,v3-profit-seeker-p2-patched,11318.0,2403.98,0.2124,5.37,8.52,False,2026-01-14 01:43:40
d3510395,price_sensitive,v3-profit-seeker-p2-patched,3570.0,846.36,0.2371,6.53,4.95,True,2026-01-03 23:56:51
26beaeb5,price_sensitive,v2-aesthetic-first,8928.0,446.4,0.05,9.59,8.27,False,2026-01-13 21:20:28
2189c0a1,price_sensitive,v1-balanced,16685.0,3826.17,0.2293,5.67,9.93,False,2026-01-08 22:35:13
2ea0868f,price_sensitive,v3-profit-seeker-p2-patched,9864.0,2044.95,0.2073,5.87,9.93,False,2026-01-27 12:12:59
152e726f,high_net_worth,v2-aesthetic-first,23101.5,2111.62,0.0914,8.63,9.07,False,2026-01-02 02:30:28
9bb28ded,high_net_worth,v2-aesthetic-first,6169.5,308.48,0.05,8.64,9.55,False,2026-01-30 05:29:06
3070f5fc,standard,v1-balanced,4221.0,1086.94,0.2575,6.62,9.61,True,2026-01-23 23:52:40
556841f0,price_sensitive,v3-profit-seeker-p2-patched,15397.0,3108.31,0.2019,5.74,7.0,False,2026-02-04 10:04:44
b79877ee,standard,v1-balanced,15389.0,2034.98,0.1322,7.63,8.81,False,2026-01-31 11:12:46
feadb6b6,price_sensitive,v2-aesthetic-first,12858.0,764.25,0.0594,8.64,6.86,False,2026-02-03 00:39:29
49640ff4,standard,v1-balanced,5114.0,648.83,0.1269,8.65,9.99,True,2026-01-17 23:04:09
0778d2b2,high_net_worth,v2-aesthetic-first,5112.0,257.69,0.0504,8.48,9.42,True,2026-01-20 14:23:50
8e0e0f84,price_sensitive,v3-profit-seeker-p2-patched,4178.0,1122.85,0.2688,6.22,9.64,False,2026-02-06 01:52:59
5939f08a,high_net_worth,v2-aesthetic-first,5260.5,273.61,0.052,9.84,3.87,True,2026-01-25 00:31:05
4a85d5b3,standard,v1-balanced,7613.0,1450.71,0.1906,7.61,9.82,False,2026-01-25 01:44:55
882ded65,price_sensitive,v1-balanced,9253.0,1682.36,0.1818,7.16,9.37,True,2026-01-21 09:43:47
019e0f59,standard,v1-balanced,17756.0,4030.41,0.227,6.25,8.12,False,2026-02-03 13:21:31
3367ee3b,price_sensitive,v2-aesthetic-first,16559.0,1465.78,0.0885,8.65,9.37,False,2026-01-21 22:04:12
17de8a24,price_sensitive,v2-aesthetic-first,15354.0,1054.89,0.0687,9.46,8.8,True,2026-02-09 11:25:57
7b7864b7,standard,v3-profit-seeker-p2-patched,5015.0,1147.78,0.2289,6.46,7.84,False,2026-02-04 15:41:31
e970fe91,standard,v2-aesthetic-first,17605.0,1219.78,0.0693,9.35,9.48,True,2026-01-17 03:55:02
fab6b487,price_sensitive,v1-balanced,11541.0,2319.78,0.201,7.22,5.1,False,2026-01-29 14:01:34
c8125496,standard,v2-aesthetic-first,17638.0,1351.52,0.0766,8.24,9.99,True,2026-01-22 11:37:58
84de2156,high_net_worth,v1-balanced,13881.0,2544.71,0.1833,6.87,8.64,False,2026-01-01 00:19:27
314331ab,price_sensitive,v1-balanced,12659.0,2370.94,0.1873,7.15,9.79,True,2026-01-21 14:36:35
64fd0846,standard,v1-balanced,7898.0,1522.79,0.1928,7.69,7.68,False,2026-01-20 23:08:18
20db5b79,price_sensitive,v3-profit-seeker-p2-patched,3964.0,1154.7,0.2913,6.02,8.89,False,2026-01-11 06:48:58
c8a276f2,high_net_worth,v1-balanced,19183.5,3588.54,0.1871,7.36,9.74,False,2026-02-04 19:30:34
3a9a8023,standard,v2-aesthetic-first,13685.0,2100.17,0.1535,8.56,9.78,False,2026-02-03 20:51:18
7e4dbfb6,price_sensitive,v3-profit-seeker-p2-patched,14878.0,4528.48,0.3044,4.04,7.32,False,2026-02-07 15:42:30
9bb9bfc7,high_net_worth,v2-aesthetic-first,13003.5,650.18,0.05,9.36,9.68,True,2026-01-05 04:21:34
87f2d5fa,price_sensitive,v3-profit-seeker-p2-patched,17553.0,4890.49,0.2786,5.47,5.44,False,2026-02-03 11:54:19
544b6fc8,high_net_worth,v1-balanced,23554.5,5132.02,0.2179,7.99,7.72,False,2026-01-27 05:58:39
df44e894,price_sensitive,v1-balanced,11452.0,2121.39,0.1852,6.9,9.99,False,2026-01-07 07:57:04
e5c978b2,standard,v2-aesthetic-first,9417.0,470.85,0.05,8.33,9.97,False,2026-01-31 21:01:53
2f6c6fe8,high_net_worth,v2-aesthetic-first,20664.0,1878.57,0.0909,9.17,9.37,False,2026-01-09 11:36:41
e659d00c,standard,v2-aesthetic-first,4672.0,661.91,0.1417,7.65,8.37,False,2026-01-01 14:45:00
f5e4c7d8,price_sensitive,v1-balanced,8071.0,996.7,0.1235,7.7,8.8,False,2026-02-08 06:06:43
167076ca,price_sensitive,v3-profit-seeker-p2-patched,15313.0,2949.07,0.1926,7.04,9.55,False,2026-01-30 20:19:27
a0a64802,price_sensitive,v3-profit-seeker-p2-patched,10357.0,2061.69,0.1991,7.7,7.43,False,2026-02-04 14:03:42
4d6258b7,price_sensitive,v1-balanced,16070.0,2908.07,0.181,8.22,9.79,False,2026-01-15 06:40:03
bbf03981,price_sensitive,v3-profit-seeker-p2-patched,6369.0,1465.24,0.2301,7.02,9.01,False,2026-01-13 03:01:23
55de1cb1,high_net_worth,v1-balanced,14305.5,2581.74,0.1805,8.76,7.56,True,2026-01-19 18:35:35
c3512205,standard,v1-balanced,3363.0,813.71,0.242,6.4,7.28,False,2026-01-24 21:34:02
e0d925ec,standard,v2-aesthetic-first,13318.0,665.9,0.05,9.74,9.18,True,2026-01-13 21:43:05
ee7397df,price_sensitive,v3-profit-seeker-p2-patched,16560.0,3081.12,0.1861,5.76,9.81,False,2026-01-09 22:48:13
4f32bd66,high_net_worth,v2-aesthetic-first,19312.5,1414.54,0.0732,8.5,8.19,False,2026-01-07 14:29:54
2cc12310,price_sensitive,v3-profit-seeker-p2-patched,16234.0,4021.3,0.2477,6.03,8.31,False,2026-02-07 22:50:34
8478ea41,price_sensitive,v1-balanced,11025.0,2504.53,0.2272,6.81,8.17,False,2026-01-13 12:47:38
b9e1021b,price_sensitive,v3-profit-seeker-p2-patched,6793.0,1460.95,0.2151,5.63,9.1,True,2026-01-24 18:13:22
c57d444d,price_sensitive,v3-profit-seeker-p2-patched,18788.0,4438.5,0.2362,6.65,5.54,False,2026-01-19 23:05:44
521be379,standard,v2-aesthetic-first,13484.0,682.51,0.0506,9.14,8.29,False,2026-02-08 03:19:40
d28cba9c,standard,v1-balanced,19237.0,3606.09,0.1875,7.37,9.88,False,2026-01-11 11:22:19
3b6fb3da,price_sensitive,v3-profit-seeker-p2-patched,19393.0,4024.6,0.2075,4.74,5.86,False,2026-01-18 16:09:49
2cabe3b1,standard,v1-balanced,4133.0,907.29,0.2195,6.37,9.74,False,2026-01-05 17:49:15
e1bcd1ff,price_sensitive,v3-profit-seeker-p2-patched,13745.0,3022.93,0.2199,5.81,5.09,True,2026-01-01 14:48:15
0a971261,price_sensitive,v3-profit-seeker-p2-patched,3800.0,866.98,0.2282,7.44,8.43,False,2026-02-03 17:54:53
461a61c0,standard,v2-aesthetic-first,11784.0,1103.85,0.0937,7.98,9.88,True,2026-01-13 20:38:35
47b08c70,standard,v1-balanced,6571.0,1776.49,0.2704,5.21,8.39,False,2026-01-25 06:16:23
0969b178,price_sensitive,v3-profit-seeker-p2-patched,14497.0,3656.33,0.2522,6.86,9.28,True,2026-01-18 10:05:52
2f6836d0,price_sensitive,v3-profit-seeker-p2-patched,16735.0,4064.37,0.2429,5.36,8.08,False,2026-01-06 22:16:13
14e62771,high_net_worth,v2-aesthetic-first,12802.5,1141.41,0.0892,9.62,9.97,False,2026-01-08 01:18:08
5453c57f,price_sensitive,v1-balanced,8096.0,1891.3,0.2336,6.49,8.11,False,2026-01-12 10:55:14
27889782,price_sensitive,v3-profit-seeker-p2-patched,12133.0,3007.08,0.2478,5.94,7.74,False,2026-01-12 00:57:44
55b5814b,price_sensitive,v3-profit-seeker-p2-patched,16497.0,4408.11,0.2672,6.97,9.52,False,2026-01-01 07:06:50
48280b55,price_sensitive,v3-profit-seeker-p2-patched,6305.0,1635.63,0.2594,6.33,7.84,False,2026-02-08 07:43:28
9836ea10,standard,v3-profit-seeker-p2-patched,16123.0,3542.53,0.2197,5.0,9.87,True,2026-01-14 09:30:25
8fd228a0,price_sensitive,v3-profit-seeker-p2-patched,5384.0,1220.16,0.2266,7.49,8.85,True,2026-01-10 14:35:54
f9a4809c,price_sensitive,v3-profit-seeker-p2-patched,5730.0,1221.95,0.2133,9.17,8.45,False,2026-01-27 16:25:51
e61d9ec3,standard,v1-balanced,7625.0,1065.16,0.1397,7.26,8.26,False,2026-01-05 18:24:39
af3bd58c,price_sensitive,v2-aesthetic-first,11119.0,555.95,0.05,8.45,7.57,True,2026-01-23 23:21:44
cc52193f,high_net_worth,v2-aesthetic-first,14599.5,1048.36,0.0718,8.77,9.44,True,2026-02-09 20:55:39
3dec0b83,standard,v1-balanced,3449.0,603.05,0.1748,8.07,6.75,False,2026-01-10 05:36:49
a1835aef,high_net_worth,v1-balanced,9273.0,2229.48,0.2404,7.93,6.06,False,2026-02-03 11:47:02
ddd29d25,standard,v1-balanced,6011.0,1037.36,0.1726,7.03,9.35,False,2026-01-26 00:59:33
ff15044f,price_sensitive,v3-profit-seeker-p2-patched,7219.0,2076.8,0.2877,6.29,5.93,False,2026-01-20 19:09:24
574ebc5b,price_sensitive,v3-profit-seeker-p2-patched,11711.0,3095.69,0.2643,5.0,9.89,False,2026-01-25 12:22:16
53d54841,price_sensitive,v1-balanced,14388.0,2682.25,0.1864,7.73,8.09,False,2026-02-07 08:03:43
ce031f99,standard,v1-balanced,18339.0,1739.78,0.0949,9.04,8.36,False,2026-01-27 21:45:37
acabab4b,high_net_worth,v2-aesthetic-first,13213.5,1270.45,0.0961,10.0,9.67,True,2026-01-20 00:55:45
5561d20b,high_net_worth,v1-balanced,8095.5,1339.96,0.1655,6.97,9.03,False,2026-01-03 03:07:28
47ef51d6,price_sensitive,v3-profit-seeker-p2-patched,10312.0,2865.55,0.2779,7.58,4.4,True,2026-01-17 07:55:32
a1724f05,standard,v1-balanced,8129.0,1448.83,0.1782,8.13,9.87,False,2026-01-22 14:09:10
6e479318,standard,v1-balanced,7275.0,1205.6,0.1657,8.09,3.85,False,2026-01-15 02:51:52
75e380a9,price_sensitive,v3-profit-seeker-p2-patched,13880.0,4065.09,0.2929,6.06,9.24,False,2026-01-30 23:58:41
5fe576b1,high_net_worth,v2-aesthetic-first,5514.0,275.7,0.05,9.28,9.1,True,2026-01-07 20:29:28
2792b5c4,standard,v1-balanced,18416.0,2778.88,0.1509,8.86,5.64,True,2026-01-29 22:19:59
b1f4c4d1,standard,v1-balanced,7451.0,1250.17,0.1678,8.01,7.54,False,2026-02-02 10:42:40
10e80fe4,high_net_worth,v2-aesthetic-first,24613.5,2322.26,0.0943,9.34,8.13,True,2026-01-06 20:48:06
f4219a15,standard,v1-balanced,14239.0,3653.07,0.2566,5.3,9.28,True,2026-02-01 07:39:03
4dd1b53e,standard,v1-balanced,11229.0,1824.85,0.1625,8.42,7.14,False,2026-01-07 05:41:17
53c87609,price_sensitive,v3-profit-seeker-p2-patched,17754.0,4459.62,0.2512,6.89,9.13,False,2026-01-28 09:40:14
cdcd85f6,price_sensitive,v3-profit-seeker-p2-patched,5833.0,1393.22,0.2389,6.68,9.7,True,2026-01-09 23:16:50
ba2d0af7,standard,v1-balanced,18377.0,3841.49,0.209,7.99,7.71,False,2026-02-05 03:04:04
c07e3bf6,price_sensitive,v3-profit-seeker-p2-patched,16327.0,4463.34,0.2734,6.84,9.32,False,2026-01-25 07:05:20
a50b891e,price_sensitive,v3-profit-seeker-p2-patched,5413.0,1339.71,0.2475,6.16,9.77,False,2026-01-18 06:34:38
75a57e58,price_sensitive,v3-profit-seeker-p2-patched,8124.0,2189.98,0.2696,6.65,9.71,False,2026-01-07 02:56:43
91d03538,price_sensitive,v1-balanced,5734.0,1069.64,0.1865,8.19,9.65,False,2026-01-17 09:32:47
d45b1aa5,price_sensitive,v3-profit-seeker-p2-patched,13220.0,3840.52,0.2905,7.23,9.82,False,2026-02-02 22:52:25
eca88365,standard,v1-balanced,4582.0,1020.12,0.2226,6.89,8.1,False,2026-01-04 18:00:07
f27aa0ef,price_sensitive,v3-profit-seeker-p2-patched,3204.0,915.22,0.2856,6.67,9.51,False,2026-01-01 07:05:35
de3f7f38,price_sensitive,v3-profit-seeker-p2-patched,18079.0,3822.9,0.2115,5.49,8.25,False,2026-02-09 09:52:59
afa260eb,price_sensitive,v3-profit-seeker-p2-patched,12705.0,3036.81,0.239,8.77,9.01,False,2026-02-07 18:50:14
5a64e24a,standard,v1-balanced,19825.0,4403.3,0.2221,7.43,9.28,True,2026-01-15 01:56:51
7ebe2ffc,price_sensitive,v3-profit-seeker-p2-patched,12265.0,3194.03,0.2604,6.81,8.93,False,2026-01-29 17:37:53
f22396b8,standard,v1-balanced,11729.0,3091.24,0.2636,5.6,9.17,False,2026-02-09 20:06:00
852a6f9f,standard,v1-balanced,13898.0,2686.04,0.1933,6.28,9.02,False,2026-01-19 16:16:23
7dcdb55d,standard,v3-profit-seeker-p2-patched,19763.0,5065.36,0.2563,4.2,8.46,False,2026-01-04 20:21:15
dcdd8dd7,high_net_worth,v2-aesthetic-first,21864.0,1093.2,0.05,9.58,9.07,False,2026-01-15 01:32:13
97dee533,standard,v2-aesthetic-first,19398.0,1383.17,0.0713,9.18,6.57,True,2026-01-11 17:30:06
0e16279a,price_sensitive,v3-profit-seeker-p2-patched,5610.0,1278.66,0.2279,9.19,9.55,False,2026-01-02 01:33:30
00cacbc9,price_sensitive,v3-profit-seeker-p2-patched,19976.0,5190.87,0.2599,6.66,9.04,False,2026-02-01 14:51:24
fe174708,price_sensitive,v1-balanced,14665.0,2968.17,0.2024,6.12,7.51,True,2026-02-01 13:31:30
29a1c910,price_sensitive,v3-profit-seeker-p2-patched,10220.0,2480.74,0.2427,5.47,4.9,True,2026-01-14 01:06:34
1e74b753,price_sensitive,v3-profit-seeker-p2-patched,10143.0,2576.95,0.2541,6.59,7.04,False,2026-02-10 10:50:46
c7608130,price_sensitive,v3-profit-seeker-p2-patched,16028.0,4052.5,0.2528,5.38,8.04,False,2026-02-06 07:55:59
f90ea05d,high_net_worth,v2-aesthetic-first,8406.0,420.3,0.05,9.87,9.49,True,2026-02-04 05:20:06
44c48782,price_sensitive,v3-profit-seeker-p2-patched,8749.0,1924.83,0.22,6.56,9.13,False,2026-01-14 13:40:24
7605c8c0,standard,v3-profit-seeker-p2-patched,16980.0,3665.5,0.2159,5.37,10.0,False,2026-01-23 07:39:22
7e2b2970,high_net_worth,v2-aesthetic-first,27231.0,2525.86,0.0928,9.48,8.44,True,2026-01-23 22:29:05
9e1111e1,price_sensitive,v3-profit-seeker-p2-patched,11812.0,2184.71,0.185,8.25,8.09,True,2026-01-31 18:36:34
bf029106,price_sensitive,v3-profit-seeker-p2-patched,10210.0,2328.89,0.2281,7.53,6.34,False,2026-01-06 03:05:14
99b5c085,price_sensitive,v1-balanced,19223.0,4216.6,0.2194,7.51,5.48,False,2026-01-02 15:12:54
cda48a35,price_sensitive,v1-balanced,13581.0,2995.94,0.2206,6.25,7.3,False,2026-01-15 14:14:08
b85b0842,price_sensitive,v3-profit-seeker-p2-patched,7042.0,1578.0,0.2241,4.97,9.84,False,2026-01-08 10:29:12
97b2a754,high_net_worth,v3-profit-seeker-p2-patched,13227.0,3455.34,0.2612,4.44,8.41,False,2026-02-10 03:18:23
976730c3,price_sensitive,v1-balanced,14819.0,2949.18,0.199,9.92,7.59,False,2026-01-01 08:08:21
ba02b77c,price_sensitive,v3-profit-seeker-p2-patched,16054.0,3368.11,0.2098,7.09,2.61,False,2026-01-05 11:45:52
c83b8460,standard,v1-balanced,16848.0,2205.79,0.1309,8.78,9.01,True,2026-01-26 05:32:13
41161864,high_net_worth,v2-aesthetic-first,7225.5,826.3,0.1144,8.66,9.94,False,2026-01-01 22:38:23
05559a8f,standard,v1-balanced,9805.0,1976.06,0.2015,7.67,9.9,False,2026-01-21 15:50:11
c519fa73,high_net_worth,v2-aesthetic-first,27664.5,1527.82,0.0552,9.53,8.42,True,2026-01-21 13:57:52
4281d50b,price_sensitive,v3-profit-seeker-p2-patched,8988.0,1724.4,0.1919,5.83,7.12,False,2026-01-12 13:57:11
79790b52,standard,v3-profit-seeker-p2-patched,6264.0,1613.93,0.2577,6.82,9.33,True,2026-02-07 01:21:07
dbdb3c3d,standard,v2-aesthetic-first,5915.0,696.13,0.1177,8.66,6.07,False,2026-01-12 10:17:59
80448db8,price_sensitive,v3-profit-seeker-p2-patched,6721.0,1633.38,0.243,7.16,7.77,False,2026-01-05 05:46:59
b8750bdf,standard,v2-aesthetic-first,4586.0,319.16,0.0696,7.74,9.31,False,2026-02-08 20:16:27
03041e60,price_sensitive,v3-profit-seeker-p2-patched,7236.0,1277.31,0.1765,5.67,4.89,False,2026-01-02 17:02:20
a4ee4095,price_sensitive,v2-aesthetic-first,10775.0,904.37,0.0839,9.03,8.04,True,2026-02-01 17:37:11
e1609cc6,standard,v1-balanced,19739.0,2432.93,0.1233,9.14,9.8,True,2026-01-05 15:29:24
5e3e2706,standard,v2-aesthetic-first,15629.0,1119.21,0.0716,8.65,7.31,False,2026-01-29 21:24:56
dfae086e,standard,v1-balanced,5722.0,1121.16,0.1959,7.05,9.76,False,2026-01-28 08:32:05
d5078d74,standard,v3-profit-seeker-p2-patched,7798.0,2163.53,0.2774,6.47,9.92,False,2026-01-08 23:12:08
078c3d78,price_sensitive,v1-balanced,14867.0,2723.95,0.1832,7.18,9.4,False,2026-01-19 10:11:55
476ba75b,price_sensitive,v3-profit-seeker-p2-patched,11746.0,2354.47,0.2004,8.59,4.02,True,2026-01-12 04:16:13
fc971147,price_sensitive,v3-profit-seeker-p2-patched,13116.0,2943.36,0.2244,4.83,9.62,False,2026-01-21 06:22:24
a22d15c7,price_sensitive,v3-profit-seeker-p2-patched,9861.0,2870.44,0.2911,7.26,8.61,False,2026-02-08 11:27:47
3aac79a4,standard,v1-balanced,9431.0,1321.83,0.1402,8.23,7.89,False,2026-01-26 04:47:10
bbafbaef,standard,v2-aesthetic-first,13578.0,823.97,0.0607,9.04,6.53,False,2026-01-02 16:46:22
28dd5e17,standard,v3-profit-seeker-p2-patched,13869.0,3332.32,0.2403,6.48,8.75,False,2026-01-09 05:01:37
d25ec278,price_sensitive,v3-profit-seeker-p2-patched,10058.0,2526.59,0.2512,6.68,9.44,False,2026-01-16 16:00:39
93f119a2,price_sensitive,v3-profit-seeker-p2-patched,7016.0,1665.34,0.2374,6.46,6.21,True,2026-01-01 13:07:28
28b7a9ea,standard,v2-aesthetic-first,12938.0,1696.35,0.1311,8.34,8.42,False,2026-01-01 08:28:53
b797cb65,price_sensitive,v3-profit-seeker-p2-patched,15714.0,3441.37,0.219,5.32,9.93,False,2026-01-22 08:55:06
a3ebdd48,price_sensitive,v3-profit-seeker-p2-patched,9235.0,2423.89,0.2625,6.19,9.37,False,2026-01-03 18:48:26
c90da226,standard,v2-aesthetic-first,5312.0,265.6,0.05,8.42,9.86,True,2026-01-22 19:48:18
515ce4e4,standard,v2-aesthetic-first,18468.0,2864.07,0.1551,8.67,9.83,False,2026-01-07 02:19:44
d70986a9,price_sensitive,v3-profit-seeker-p2-patched,13189.0,3586.68,0.2719,6.28,10.0,False,2026-01-01 22:01:55
e7194770,standard,v1-balanced,13742.0,2604.96,0.1896,7.72,8.21,False,2026-01-27 13:09:19
e2e57726,price_sensitive,v3-profit-seeker-p2-patched,5336.0,961.42,0.1802,7.27,8.45,True,2026-01-01 17:43:35
ac26cc26,standard,v2-aesthetic-first,7868.0,400.76,0.0509,9.71,9.47,False,2026-01-04 11:04:19
2d094f85,price_sensitive,v1-balanced,15455.0,2304.41,0.1491,8.5,5.47,True,2026-01-04 20:05:49
936705de,price_sensitive,v3-profit-seeker-p2-patched,5851.0,1093.71,0.1869,9.28,9.39,True,2026-02-05 00:54:26
9c37ca1b,price_sensitive,v3-profit-seeker-p2-patched,11650.0,3006.62,0.2581,7.72,9.86,False,2026-02-09 12:11:18
acb646ec,price_sensitive,v3-profit-seeker-p2-patched,17402.0,3988.54,0.2292,7.62,8.16,False,2026-02-10 04:24:22
1acfb89a,price_sensitive,v1-balanced,6005.0,1404.19,0.2338,5.99,6.8,False,2026-01-28 17:21:46
984b7d91,price_sensitive,v2-aesthetic-first,10858.0,542.9,0.05,9.24,9.99,True,2026-01-03 16:28:51
f1b4ddb6,standard,v1-balanced,17159.0,2922.71,0.1703,6.67,5.34,False,2026-01-31 09:21:35
5113ba6a,high_net_worth,v2-aesthetic-first,11814.0,821.23,0.0695,8.56,9.12,True,2026-01-20 08:23:51
13a249a4,standard,v1-balanced,5661.0,613.44,0.1084,7.25,6.98,True,2026-01-10 06:16:29
151d1d49,price_sensitive,v3-profit-seeker-p2-patched,8727.0,1540.46,0.1765,7.33,8.05,True,2026-01-23 16:53:13
9c80f8c3,price_sensitive,v1-balanced,18265.0,2865.51,0.1569,7.42,9.69,False,2026-01-13 20:18:52
7ca951de,price_sensitive,v3-profit-seeker-p2-patched,18912.0,3888.14,0.2056,5.89,9.63,False,2026-01-29 21:26:27
24d68d72,price_sensitive,v1-balanced,3927.0,744.32,0.1895,7.17,7.48,True,2026-01-16 07:46:41
2605bc7d,standard,v1-balanced,6372.0,1004.95,0.1577,8.47,8.75,False,2026-01-01 01:29:01
4b8f9652,standard,v1-balanced,8696.0,1112.68,0.128,8.19,6.22,False,2026-01-13 15:17:00
3412229e,high_net_worth,v2-aesthetic-first,6210.0,520.78,0.0839,8.7,9.82,False,2026-01-03 07:18:05
b4292112,standard,v1-balanced,5707.0,898.24,0.1574,8.26,9.9,False,2026-01-22 23:02:59
ede1d190,standard,v3-profit-seeker-p2-patched,3813.0,805.19,0.2112,7.9,9.02,True,2026-01-14 09:40:13
53e4f274,high_net_worth,v2-aesthetic-first,20596.5,2076.11,0.1008,8.16,8.48,True,2026-02-09 05:28:56
020a8a80,standard,v1-balanced,18681.0,2841.73,0.1521,7.02,9.78,False,2026-01-24 18:09:01
501394db,price_sensitive,v1-balanced,6964.0,1300.24,0.1867,8.0,9.45,False,2026-01-21 18:27:02
9e05e86d,price_sensitive,v3-profit-seeker-p2-patched,3740.0,970.38,0.2595,7.34,9.15,False,2026-01-06 18:58:24
b09eded0,high_net_worth,v2-aesthetic-first,5778.0,588.08,0.1018,8.65,9.99,True,2026-01-20 11:23:26
54524d51,standard,v1-balanced,9118.0,2226.51,0.2442,6.86,9.75,True,2026-01-27 07:32:25
0230f8fe,standard,v1-balanced,15450.0,2550.97,0.1651,8.07,5.28,False,2026-02-09 20:02:08
cd4db48f,price_sensitive,v3-profit-seeker-p2-patched,8601.0,1960.57,0.2279,7.31,9.75,False,2026-01-26 18:41:52
b376617d,price_sensitive,v3-profit-seeker-p2-patched,5459.0,1045.36,0.1915,8.57,8.82,True,2026-02-07 20:35:19
39ace2e5,price_sensitive,v3-profit-seeker-p2-patched,17445.0,4559.27,0.2614,4.19,6.47,False,2026-01-10 23:48:15
b1da171d,high_net_worth,v2-aesthetic-first,15810.0,790.5,0.05,9.25,6.03,True,2026-02-07 23:22:36
1de222fb,standard,v1-balanced,14958.0,3862.9,0.2582,5.45,8.18,False,2026-01-21 23:12:51
9907c64a,high_net_worth,v2-aesthetic-first,24250.5,2827.97,0.1166,8.03,8.94,False,2026-02-01 19:04:39
40809a4c,standard,v2-aesthetic-first,15804.0,1624.63,0.1028,7.94,7.98,True,2026-01-31 08:37:47
8f792f26,price_sensitive,v2-aesthetic-first,7856.0,392.8,0.05,9.09,9.74,True,2026-01-03 19:43:45
ea1c669a,standard,v1-balanced,16112.0,2299.41,0.1427,7.72,4.67,True,2026-02-01 03:41:01
f8311d7d,price_sensitive,v3-profit-seeker-p2-patched,13424.0,4285.83,0.3193,6.63,9.68,False,2026-01-25 15:21:51
e754add9,price_sensitive,v3-profit-seeker-p2-patched,6390.0,1785.87,0.2795,5.25,9.86,True,2026-01-02 04:16:08
1880006a,price_sensitive,v3-profit-seeker-p2-patched,15446.0,3966.06,0.2568,5.33,9.31,True,2026-01-15 22:19:01
68201119,high_net_worth,v2-aesthetic-first,27571.5,1535.24,0.0557,10.0,9.65,True,2026-01-01 23:55:12
0e3fb1b1,high_net_worth,v2-aesthetic-first,19722.0,2328.27,0.1181,8.58,8.69,False,2026-01-12 01:00:34
