plan_id,user_segment,agent_version,total_revenue,net_profit,profit_margin,aesthetic_score,logic_score,is_converted,created_at
8f0b3d84,standard,v3-profit-seeker-p3-tiered,18454.0,3570.53,0.1935,7.47,5.35,False,2026-01-02 15:36:57
f56c7d4d,standard,v3-profit-seeker-p3-tiered,3232.0,799.74,0.2474,6.22,8.01,False,2026-01-03 10:48:06
b0580f48,price_sensitive,v2-aesthetic-first,6552.0,327.6,0.05,9.09,6.63,True,2026-01-13 20:03:41
4b4dcad1,price_sensitive,v3-profit-seeker-p3-tiered,14835.0,4118.12,0.2776,6.52,9.64,False,2026-01-25 07:32:55
8c29a351,price_sensitive,v3-profit-seeker-p3-tiered,4224.0,1043.71,0.2471,6.55,9.34,False,2026-01-19 00:48:41
15178568,price_sensitive,v1-balanced,7112.0,1275.73,0.1794,8.18,9.59,False,2026-01-04 01:34:56
b6156e2b,price_sensitive,v3-profit-seeker-p3-tiered,14937.0,3816.94,0.2555,7.29,6.57,False,2026-01-03 02:00:37
d861cb05,price_sensitive,v3-profit-seeker-p3-tiered,12201.0,3316.59,0.2718,6.37,9.05,False,2026-02-09 12:22:12
045fcc98,price_sensitive,v3-profit-seeker-p3-tiered,17402.0,4370.14,0.2511,6.97,9.04,False,2026-01-25 12:46:49
69d07cbb,high_net_worth,v2-aesthetic-first,24354.0,1548.42,0.0636,9.23,9.3,False,2026-01-06 00:01:15
2c6e2b5f,standard,v2-aesthetic-first,12499.0,652.67,0.0522,9.17,6.13,False,2026-01-10 07:30:03
6d881472,price_sensitive,v3-profit-seeker-p3-tiered,15243.0,3360.21,0.2204,7.46,5.9,False,2026-01-30 14:09:15
9580611b,standard,v1-balanced,4412.0,886.8,0.201,7.79,9.55,False,2026-02-09 07:09:46
2308447c,price_sensitive,v3-profit-seeker-p3-tiered,5730.0,1550.82,0.2706,6.83,9.49,False,2026-01-25 09:13:06
412e6283,price_sensitive,v1-balanced,13667.0,3322.24,0.2431,6.11,9.21,False,2026-01-30 06:47:54
490c7337,standard,v1-balanced,4407.0,691.42,0.1569,7.91,5.72,False,2026-01-26 18:14:06
738ee19d,price_sensitive,v3-profit-seeker-p3-tiered,12304.0,3508.87,0.2852,5.86,9.68,False,2026-02-07 23:34:37
7ef8ade5,standard,v2-aesthetic-first,9294.0,985.38,0.106,8.06,7.78,True,2026-01-21 02:14:38
6f8d25bc,price_sensitive,v1-balanced,14416.0,2575.22,0.1786,7.46,6.98,True,2026-02-02 20:25:50
8af969f3,standard,v2-aesthetic-first,15372.0,1060.43,0.069,8.41,7.44,False,2026-01-24 21:15:08
9277191f,high_net_worth,v2-aesthetic-first,22701.0,1922.8,0.0847,8.36,9.79,True,2026-02-07 22:43:00
243b4bb8,standard,v2-aesthetic-first,9000.0,1048.76,0.1165,7.51,9.31,False,2026-01-22 00:30:28
e7052f53,price_sensitive,v3-profit-seeker-p3-tiered,4856.0,913.84,0.1882,7.3,9.39,True,2026-01-21 06:08:11
22b308a9,standard,v1-balanced,17821.0,3949.99,0.2216,7.58,9.19,True,2026-01-13 11:34:03
3af29d4b,standard,v2-aesthetic-first,13040.0,1088.86,0.0835,8.95,7.35,False,2026-01-03 18:16:14
7348ea9f,high_net_worth,v2-aesthetic-first,7084.5,1091.03,0.154,7.81,9.13,True,2026-01-20 06:32:22
16b18e7a,price_sensitive,v3-profit-seeker-p3-tiered,11432.0,3206.56,0.2805,7.22,8.04,False,2026-01-24 04:17:30
965a9c8a,price_sensitive,v3-profit-seeker-p3-tiered,13185.0,3859.26,0.2927,6.26,7.8,False,2026-01-19 22:07:51
aacb85db,price_sensitive,v3-profit-seeker-p3-tiered,13631.0,3926.01,0.288,6.24,8.47,False,2026-01-30 09:23:15
e40b4c32,standard,v1-balanced,12866.0,3187.72,0.2478,7.29,9.89,True,2026-01-12 00:30:47
d510ee53,price_sensitive,v3-profit-seeker-p3-tiered,18525.0,4719.16,0.2547,4.75,9.81,False,2026-01-09 02:28:12
87325b2f,standard,v1-balanced,13913.0,2741.31,0.197,8.14,9.4,False,2026-01-18 12:11:16
65670f25,price_sensitive,v3-profit-seeker-p3-tiered,13310.0,3598.93,0.2704,6.05,9.45,False,2026-01-18 14:46:10
0d6bb2e5,price_sensitive,v3-profit-seeker-p3-tiered,12213.0,3003.94,0.246,7.22,9.37,False,2026-01-15 21:33:41
ed260ca3,price_sensitive,v1-balanced,17880.0,2757.46,0.1542,8.12,9.38,False,2026-01-12 21:18:37
9089177e,high_net_worth,v3-profit-seeker-p3-tiered,12451.5,2564.94,0.206,6.37,6.44,False,2026-01-10 15:06:58
c749b6f9,standard,v2-aesthetic-first,5634.0,584.11,0.1037,8.36,9.18,True,2026-02-02 01:44:17
ab65ba48,standard,v1-balanced,12070.0,2483.87,0.2058,6.39,7.34,True,2026-02-05 17:40:58
79bf99ca,price_sensitive,v3-profit-seeker-p3-tiered,10934.0,2468.92,0.2258,7.12,9.55,True,2026-02-04 18:29:08
d6088ee3,high_net_worth,v3-profit-seeker-p3-tiered,16650.0,4112.93,0.247,6.27,5.3,False,2026-01-28 20:39:08
ec78e44a,price_sensitive,v3-profit-seeker-p3-tiered,3965.0,941.09,0.2373,8.24,8.09,True,2026-01-03 15:35:25
12e7fb15,standard,v3-profit-seeker-p3-tiered,8074.0,1865.64,0.2311,5.75,8.74,False,2026-01-19 07:35:18
0896cff3,price_sensitive,v3-profit-seeker-p3-tiered,4313.0,1059.51,0.2457,6.8,9.84,False,2026-01-04 07:35:05
985ffc9b,standard,v1-balanced,6517.0,1326.12,0.2035,7.56,8.59,True,2026-01-30 15:48:40
1d6ef696,price_sensitive,v1-balanced,19659.0,2879.2,0.1465,9.5,9.14,False,2026-01-13 03:28:11
97a9f6fc,high_net_worth,v2-aesthetic-first,9798.0,678.26,0.0692,9.7,6.84,True,2026-02-06 09:20:53
356fdbfc,price_sensitive,v3-profit-seeker-p3-tiered,10725.0,2599.56,0.2424,6.45,8.13,False,2026-02-02 06:09:56
bea0d82f,price_sensitive,v3-profit-seeker-p3-tiered,8148.0,2724.12,0.3343,6.55,7.69,True,2026-01-14 16:51:30
f2810a10,standard,v2-aesthetic-first,16112.0,1284.55,0.0797,9.28,8.58,False,2026-02-01 18:00:50
d9bef5df,price_sensitive,v3-profit-seeker-p3-tiered,17079.0,4760.56,0.2787,5.79,8.77,False,2026-01-23 18:34:30
221db020,price_sensitive,v1-balanced,3886.0,691.85,0.178,7.14,9.47,False,2026-01-23 07:09:24
08457579,price_sensitive,v3-profit-seeker-p3-tiered,10594.0,3017.45,0.2848,6.33,7.56,False,2026-01-03 11:37:47
12c7e566,price_sensitive,v3-profit-seeker-p3-tiered,4937.0,1199.4,0.2429,6.44,9.79,False,2026-01-31 08:44:34
4225f804,standard,v1-balanced,5206.0,945.46,0.1816,7.7,7.28,True,2026-01-22 07:49:04
b02f6a33,standard,v1-balanced,7258.0,877.67,0.1209,8.74,8.48,False,2026-02-05 17:25:06
c6778570,standard,v3-profit-seeker-p3-tiered,7743.0,2120.36,0.2738,4.82,5.54,False,2026-01-08 17:10:53
d06db3aa,high_net_worth,v3-profit-seeker-p3-tiered,20664.0,5703.07,0.276,6.24,7.69,False,2026-01-21 10:50:50
7a3c5d25,price_sensitive,v3-profit-seeker-p3-tiered,11885.0,3318.89,0.2793,7.19,4.79,False,2026-02-07 13:03:27
db4076dd,price_sensitive,v3-profit-seeker-p3-tiered,13612.0,3043.0,0.2236,6.48,9.44,False,2026-01-22 20:04:10
0695fc27,price_sensitive,v1-balanced,14560.0,2379.38,0.1634,8.3,7.72,True,2026-01-02 06:45:03
c1b45fbc,high_net_worth,v2-aesthetic-first,15568.5,1056.08,0.0678,9.1,6.78,True,2026-01-20 13:57:25
5aa11a61,price_sensitive,v3-profit-seeker-p3-tiered,10094.0,2214.65,0.2194,6.45,8.76,False,2026-01-15 07:13:54
c9d528e7,price_sensitive,v3-profit-seeker-p3-tiered,14670.0,4310.69,0.2938,4.32,9.64,False,2026-01-16 18:53:47
8a7ad90b,price_sensitive,v3-profit-seeker-p3-tiered,13779.0,3285.52,0.2384,6.09,9.09,False,2026-02-08 12:20:36
ba3390bd,price_sensitive,v3-profit-seeker-p3-tiered,17349.0,3995.07,0.2303,7.03,4.94,False,2026-01-03 00:41:54
c55d5398,standard,v1-balanced,14595.0,2789.97,0.1912,5.98,9.71,False,2026-01-01 11:31:58
ad48bc96,price_sensitive,v3-profit-seeker-p3-tiered,8690.0,2204.14,0.2536,6.65,8.68,False,2026-02-08 00:41:14
6ebd61e6,price_sensitive,v3-profit-seeker-p3-tiered,18390.0,4715.14,0.2564,6.63,7.34,False,2026-01-09 03:21:10
c7965303,price_sensitive,v3-profit-seeker-p3-tiered,3465.0,851.16,0.2456,7.55,9.75,False,2026-02-05 13:42:29
6415fa40,price_sensitive,v3-profit-seeker-p3-tiered,5147.0,1486.49,0.2888,7.07,9.26,False,2026-01-05 06:05:46
31da31e9,standard,v1-balanced,10774.0,1936.8,0.1798,7.52,8.15,False,2026-01-01 18:40:46
22b58af5,standard,v3-profit-seeker-p3-tiered,18046.0,5627.63,0.3118,5.77,9.25,False,2026-02-09 09:39:07
3dc2aa64,price_sensitive,v3-profit-seeker-p3-tiered,16792.0,3789.24,0.2257,7.73,9.6,True,2026-01-04 23:33:56
955f3b78,standard,v2-aesthetic-first,3093.0,246.23,0.0796,8.95,9.42,True,2026-01-23 06:33:19
b2e772cf,price_sensitive,v3-profit-seeker-p3-tiered,14032.0,3920.01,0.2794,5.85,8.5,False,2026-01-23 08:30:51
61f9231b,high_net_worth,v2-aesthetic-first,20314.5,2256.85,0.1111,8.47,9.53,False,2026-01-27 06:12:17
1c606e07,standard,v3-profit-seeker-p3-tiered,7697.0,1487.42,0.1932,8.09,9.26,True,2026-01-15 18:22:08
7ccb2789,price_sensitive,v1-balanced,18798.0,2643.12,0.1406,7.58,8.0,True,2026-01-15 02:28:08
d5a9b309,price_sensitive,v3-profit-seeker-p3-tiered,18236.0,4568.03,0.2505,7.78,9.55,True,2026-02-06 03:14:03
e7bd3d6a,price_sensitive,v3-profit-seeker-p3-tiered,15605.0,4549.44,0.2915,6.09,8.48,False,2026-01-30 17:20:41
c591df92,price_sensitive,v3-profit-seeker-p3-tiered,10218.0,1882.73,0.1843,6.91,8.95,False,2026-01-09 04:50:26
3f480399,high_net_worth,v1-balanced,20754.0,3600.0,0.1735,7.95,8.21,False,2026-01-02 15:21:14
659b6546,high_net_worth,v3-profit-seeker-p3-tiered,20830.5,5158.65,0.2476,7.09,7.89,False,2026-02-09 20:20:15
2fcd54e8,standard,v2-aesthetic-first,5394.0,625.6,0.116,8.69,9.97,True,2026-01-12 08:56:38
427651c2,price_sensitive,v3-profit-seeker-p3-tiered,12563.0,3729.91,0.2969,5.16,9.36,False,2026-02-03 11:08:35
58a8f0af,price_sensitive,v1-balanced,14141.0,3341.56,0.2363,7.98,9.11,True,2026-02-06 15:25:41
f48ac339,standard,v2-aesthetic-first,19020.0,1070.95,0.0563,8.01,9.11,False,2026-01-31 10:25:37
b907f403,high_net_worth,v2-aesthetic-first,22071.0,2441.97,0.1106,9.03,8.49,False,2026-01-17 06:10:05
0ca28ac6,high_net_worth,v2-aesthetic-first,22275.0,1113.75,0.05,9.78,4.71,False,2026-01-17 10:52:23
fe214288,standard,v1-balanced,19867.0,4610.36,0.2321,8.14,9.7,False,2026-01-31 13:37:39
c31f35fd,price_sensitive,v3-profit-seeker-p3-tiered,13627.0,3777.75,0.2772,6.43,8.26,False,2026-02-09 06:58:37
46f7763e,price_sensitive,v3-profit-seeker-p3-tiered,14213.0,3205.23,0.2255,6.11,6.89,True,2026-01-15 13:54:21
89aa7a21,price_sensitive,v2-aesthetic-first,5969.0,315.73,0.0529,9.56,9.44,True,2026-01-03 08:47:26
fcfd5d55,price_sensitive,v3-profit-seeker-p3-tiered,16537.0,3069.03,0.1856,7.46,3.88,False,2026-01-17 04:32:32
bd4b0b81,price_sensitive,v3-profit-seeker-p3-tiered,5793.0,1387.12,0.2394,6.43,9.77,True,2026-02-08 16:41:07
190a0bc8,standard,v2-aesthetic-first,18536.0,926.8,0.05,8.9,7.71,True,2026-02-08 20:18:00
283debcd,price_sensitive,v3-profit-seeker-p3-tiered,5190.0,1378.98,0.2657,7.16,9.44,False,2026-01-28 10:02:56
1d6edfe4,price_sensitive,v3-profit-seeker-p3-tiered,6879.0,2063.59,0.3,6.7,9.96,False,2026-01-13 04:45:36
7180d9b0,price_sensitive,v1-balanced,11427.0,1696.25,0.1484,7.34,7.07,False,2026-01-22 22:50:04
3f4182c3,price_sensitive,v1-balanced,17756.0,3622.41,0.204,7.76,8.07,False,2026-02-05 00:49:18
3e1d7565,high_net_worth,v2-aesthetic-first,8128.5,406.43,0.05,9.04,8.03,False,2026-01-20 04:12:43
10f026e7,standard,v2-aesthetic-first,15868.0,1005.34,0.0634,8.0,8.97,False,2026-01-14 22:09:52
4073a66d,standard,v3-profit-seeker-p3-tiered,5417.0,1353.72,0.2499,7.92,9.07,True,2026-02-10 11:12:30
aba8989a,price_sensitive,v2-aesthetic-first,16445.0,1409.4,0.0857,9.02,9.59,False,2026-02-06 10:01:18
15fcf83e,price_sensitive,v3-profit-seeker-p3-tiered,17108.0,4030.36,0.2356,7.82,7.47,True,2026-01-07 03:13:18
d5ccf547,high_net_worth,v2-aesthetic-first,18300.0,2119.37,0.1158,8.37,6.62,True,2026-01-19 16:05:12
a8a1664d,price_sensitive,v3-profit-seeker-p3-tiered,15937.0,3774.51,0.2368,7.63,8.54,True,2026-01-27 00:22:43
90d6a966,price_sensitive,v3-profit-seeker-p3-tiered,18330.0,4105.19,0.224,7.79,9.17,False,2026-01-09 22:55:46
30e2485a,price_sensitive,v1-balanced,11943.0,2744.38,0.2298,7.74,5.12,False,2026-01-21 09:04:51
128d521e,standard,v1-balanced,16816.0,3427.4,0.2038,7.84,8.98,False,2026-01-29 18:16:46
bfd4f2c1,price_sensitive,v3-profit-seeker-p3-tiered,3852.0,1059.4,0.275,7.38,6.51,False,2026-01-08 15:33:23
94b0cb20,price_sensitive,v2-aesthetic-first,14613.0,827.02,0.0566,8.64,9.65,False,2026-01-02 19:02:33
614008ec,price_sensitive,v3-profit-seeker-p3-tiered,16036.0,4571.17,0.2851,5.4,9.83,False,2026-01-09 01:51:19
bf2d5097,standard,v2-aesthetic-first,11532.0,576.6,0.05,9.7,8.83,True,2026-01-24 01:03:02
f019bfe0,price_sensitive,v2-aesthetic-first,7802.0,567.84,0.0728,9.15,8.51,True,2026-01-25 14:50:21
761c615e,standard,v2-aesthetic-first,7563.0,768.27,0.1016,8.6,7.78,False,2026-02-06 05:55:21
7ce3a981,price_sensitive,v3-profit-seeker-p3-tiered,6471.0,1725.56,0.2667,6.63,7.94,False,2026-01-11 22:56:35
3c1ef324,standard,v2-aesthetic-first,8223.0,807.19,0.0982,8.67,8.3,False,2026-01-23 00:07:23
994d327e,high_net_worth,v3-profit-seeker-p3-tiered,6924.0,1880.05,0.2715,6.35,7.92,False,2026-01-07 10:16:25
43bbdaa4,price_sensitive,v1-balanced,17615.0,3597.65,0.2042,6.89,5.43,False,2026-01-12 05:08:59
9f490b24,price_sensitive,v1-balanced,7909.0,1174.99,0.1486,7.09,9.99,False,2026-02-01 13:52:56
f18e8194,standard,v1-balanced,14679.0,2008.85,0.1369,8.58,7.17,True,2026-01-17 14:40:04
20ccaf5a,standard,v2-aesthetic-first,15054.0,951.59,0.0632,8.36,9.63,False,2026-01-11 19:56:31
53fa6e65,price_sensitive,v3-profit-seeker-p3-tiered,13863.0,4271.1,0.3081,6.4,7.57,True,2026-01-06 06:11:17
1f808c74,price_sensitive,v3-profit-seeker-p3-tiered,17274.0,3602.08,0.2085,8.4,8.35,False,2026-02-04 20:18:13
5cdf73f6,price_sensitive,v3-profit-seeker-p3-tiered,7528.0,2176.07,0.2891,7.13,9.37,True,2026-01-07 18:26:29
f3f26072,price_sensitive,v1-balanced,19869.0,4038.23,0.2032,7.26,7.77,False,2026-01-18 02:00:08
26c2dd1a,price_sensitive,v2-aesthetic-first,18588.0,929.4,0.05,10.0,8.38,True,2026-02-08 14:51:19
7df645db,standard,v2-aesthetic-first,6991.0,755.58,0.1081,8.7,8.59,False,2026-01-07 14:57:49
996b4e60,price_sensitive,v3-profit-seeker-p3-tiered,5612.0,1513.02,0.2696,6.27,9.84,False,2026-01-06 09:12:57
45c24340,standard,v3-profit-seeker-p3-tiered,10746.0,2765.42,0.2573,6.35,8.47,False,2026-01-09 01:01:31
1a313d0b,standard,v2-aesthetic-first,11389.0,1040.66,0.0914,8.17,6.54,False,2026-01-04 11:50:17
48384dd0,price_sensitive,v3-profit-seeker-p3-tiered,6410.0,1689.41,0.2636,7.15,6.24,False,2026-02-10 08:04:59
90118d6f,price_sensitive,v3-profit-seeker-p3-tiered,9068.0,1889.36,0.2084,5.82,8.96,True,2026-01-16 11:33:37
fa86332e,price_sensitive,v3-profit-seeker-p3-tiered,5402.0,1210.61,0.2241,8.23,9.47,False,2026-01-30 11:57:49
712edd8f,price_sensitive,v3-profit-seeker-p3-tiered,19460.0,4058.51,0.2086,8.71,9.57,False,2026-01-28 10:06:37
c574eb5b,standard,v3-profit-seeker-p3-tiered,13807.0,3806.91,0.2757,5.36,2.42,False,2026-01-22 11:40:26
c70bc22f,price_sensitive,v1-balanced,9195.0,1587.59,0.1727,7.52,8.01,False,2026-01-15 19:46:53
80a45a4b,price_sensitive,v3-profit-seeker-p3-tiered,12864.0,3211.43,0.2496,7.54,7.38,False,2026-01-09 21:52:19
7cb94845,standard,v1-balanced,14919.0,1432.4,0.096,9.14,9.63,False,2026-01-13 17:16:32
75829698,price_sensitive,v3-profit-seeker-p3-tiered,12988.0,3463.22,0.2666,6.82,6.92,False,2026-01-04 18:28:22
14f9e134,price_sensitive,v2-aesthetic-first,9985.0,499.25,0.05,8.93,8.85,False,2026-01-19 10:16:32
8796e5f1,standard,v3-profit-seeker-p3-tiered,9013.0,2403.22,0.2666,6.88,9.92,False,2026-01-20 22:34:13
1fa97f68,price_sensitive,v3-profit-seeker-p3-tiered,9667.0,2650.26,0.2742,6.07,9.53,False,2026-01-17 09:53:51
a3889e94,standard,v2-aesthetic-first,19921.0,1096.4,0.055,8.85,9.48,True,2026-01-07 19:55:47
aa7ed0ef,standard,v3-profit-seeker-p3-tiered,5402.0,1778.17,0.3292,5.76,7.55,True,2026-01-16 07:34:04
aecbf53c,price_sensitive,v3-profit-seeker-p3-tiered,17799.0,4258.69,0.2393,7.47,9.18,False,2026-02-09 09:28:28
a8484009,price_sensitive,v1-balanced,6160.0,1131.04,0.1836,6.6,1.83,False,2026-01-22 05:06:13
a1a33ada,price_sensitive,v3-profit-seeker-p3-tiered,18734.0,4784.98,0.2554,8.47,8.79,False,2026-02-02 07:04:07
5db9e7b3,standard,v2-aesthetic-first,15180.0,1172.4,0.0772,8.12,9.23,False,2026-01-24 22:43:32
4afd2712,price_sensitive,v3-profit-seeker-p3-tiered,18026.0,4404.32,0.2443,6.31,8.16,False,2026-01-20 04:36:28
d8cc1ac2,standard,v2-aesthetic-first,6651.0,569.89,0.0857,8.69,9.98,False,2026-01-01 16:25:22
79cc05f5,price_sensitive,v3-profit-seeker-p3-tiered,12038.0,2846.47,0.2365,6.58,7.91,False,2026-01-03 18:57:51
c9787ee4,high_net_worth,v1-balanced,18765.0,2575.25,0.1372,8.61,4.09,True,2026-02-07 20:17:10
36db1468,standard,v1-balanced,15182.0,2422.81,0.1596,6.81,7.69,False,2026-01-05 18:51:35
bf082999,price_sensitive,v3-profit-seeker-p3-tiered,9969.0,2474.82,0.2483,7.16,8.38,False,2026-02-01 02:25:50
98731630,standard,v2-aesthetic-first,10462.0,1284.52,0.1228,8.61,9.99,True,2026-02-02 07:29:59
30da5158,high_net_worth,v1-balanced,24205.5,3862.66,0.1596,8.25,5.33,False,2026-02-10 01:57:03
cdc4f8ff,price_sensitive,v2-aesthetic-first,3375.0,305.9,0.0906,7.96,9.3,False,2026-01-06 20:33:28
7abd6c45,price_sensitive,v2-aesthetic-first,15413.0,804.35,0.0522,9.9,9.8,True,2026-01-26 10:10:33
af0c8394,price_sensitive,v3-profit-seeker-p3-tiered,15597.0,4816.78,0.3088,6.83,9.88,True,2026-01-26 18:55:21
39b8256a,price_sensitive,v3-profit-seeker-p3-tiered,17693.0,4299.69,0.243,7.4,8.49,False,2026-01-29 20:12:54
8fc4d9e9,standard,v1-balanced,13734.0,2912.56,0.2121,8.11,9.97,False,2026-01-02 21:52:26
b15c940f,price_sensitive,v3-profit-seeker-p3-tiered,3472.0,946.16,0.2725,5.77,9.29,False,2026-01-19 23:25:15
777aaea8,price_sensitive,v3-profit-seeker-p3-tiered,6406.0,2199.38,0.3433,6.31,8.71,False,2026-01-20 00:35:42
ef9e6624,price_sensitive,v1-balanced,15502.0,2692.75,0.1737,7.9,8.77,False,2026-01-14 16:03:23
b1ad0e0a,price_sensitive,v2-aesthetic-first,10146.0,507.3,0.05,9.52,8.68,False,2026-01-11 06:16:53
37d4ed3c,price_sensitive,v3-profit-seeker-p3-tiered,3276.0,879.91,0.2686,7.98,5.13,False,2026-01-06 15:23:49
78d0944f,price_sensitive,v3-profit-seeker-p3-tiered,5640.0,1267.17,0.2247,5.25,8.58,False,2026-02-08 12:55:09
cbcde6ae,standard,v1-balanced,6075.0,1196.36,0.1969,7.17,8.73,False,2026-01-26 01:38:16
173a5e73,price_sensitive,v3-profit-seeker-p3-tiered,3189.0,728.44,0.2284,8.31,7.86,False,2026-01-19 17:30:10
cc5ffe36,price_sensitive,v1-balanced,18897.0,3767.81,0.1994,7.91,9.09,False,2026-01-20 09:32:29
08181fde,standard,v2-aesthetic-first,10534.0,980.0,0.093,7.67,9.32,False,2026-01-23 18:56:48
681a7c89,standard,v3-profit-seeker-p3-tiered,15355.0,4067.64,0.2649,7.67,6.72,False,2026-01-19 19:47:19
a16e1812,high_net_worth,v2-aesthetic-first,7254.0,708.16,0.0976,8.27,8.69,True,2026-01-16 16:45:30
8e20ac62,price_sensitive,v3-profit-seeker-p3-tiered,9923.0,2392.52,0.2411,6.55,7.47,False,2026-02-09 15:26:18
937956b6,standard,v1-balanced,6452.0,1514.86,0.2348,5.28,6.65,True,2026-01-14 10:05:03
eaa0e461,price_sensitive,v3-profit-seeker-p3-tiered,12257.0,2659.26,0.217,6.93,8.25,False,2026-01-18 12:47:58
3a7aaf65,high_net_worth,v2-aesthetic-first,7137.0,356.85,0.05,9.36,9.71,False,2026-01-08 23:33:17
e32fcf2a,price_sensitive,v3-profit-seeker-p3-tiered,12688.0,3510.9,0.2767,6.21,9.42,False,2026-02-07 10:59:35
b93b689b,standard,v1-balanced,15669.0,2164.31,0.1381,8.35,9.48,False,2026-01-29 18:16:51
9903afbe,standard,v2-aesthetic-first,7002.0,439.67,0.0628,8.7,6.8,False,2026-02-07 20:48:25
f75155e7,price_sensitive,v1-balanced,3780.0,673.3,0.1781,6.71,8.36,False,2026-01-18 11:06:52
40a2ebad,standard,v1-balanced,7495.0,1189.41,0.1587,7.61,8.44,False,2026-01-05 12:24:16
d8ca7564,high_net_worth,v3-profit-seeker-p3-tiered,5821.5,1658.82,0.2849,6.62,8.13,False,2026-02-05 19:16:59
d60d0511,price_sensitive,v3-profit-seeker-p3-tiered,17757.0,4968.92,0.2798,5.16,6.43,False,2026-01-27 19:23:05
0552ac58,price_sensitive,v2-aesthetic-first,14407.0,1195.95,0.083,8.9,5.78,True,2026-01-16 16:17:32
3baa0f39,price_sensitive,v3-profit-seeker-p3-tiered,12992.0,4064.38,0.3128,7.83,9.24,False,2026-01-10 12:35:22
fa530173,high_net_worth,v2-aesthetic-first,29404.5,1954.61,0.0665,8.48,8.77,False,2026-01-16 04:51:46
73b513d5,standard,v2-aesthetic-first,8249.0,524.84,0.0636,8.99,6.34,True,2026-02-09 22:32:34
16bfa9b3,high_net_worth,v2-aesthetic-first,27862.5,2880.38,0.1034,8.88,8.79,True,2026-02-06 08:17:00
a1cb2426,price_sensitive,v1-balanced,17074.0,4720.73,0.2765,5.9,9.44,False,2026-01-11 15:36:31
7147e2bb,price_sensitive,v3-profit-seeker-p3-tiered,17773.0,4135.48,0.2327,6.22,8.02,False,2026-01-11 01:42:20
effb7076,standard,v2-aesthetic-first,15478.0,1922.44,0.1242,8.41,8.3,True,2026-01-18 23:45:40
57cd3fd9,high_net_worth,v2-aesthetic-first,16374.0,970.9,0.0593,7.62,9.39,True,2026-01-01 00:51:37
5b29c7b5,standard,v1-balanced,13940.0,2565.94,0.1841,6.96,9.72,False,2026-01-05 03:14:11
33ea04da,price_sensitive,v3-profit-seeker-p3-tiered,3198.0,835.99,0.2614,7.45,7.32,True,2026-01-29 06:30:12
824519eb,standard,v3-profit-seeker-p3-tiered,4026.0,1176.83,0.2923,5.11,9.18,False,2026-01-26 13:59:17
37403827,standard,v2-aesthetic-first,5950.0,760.98,0.1279,8.14,8.75,False,2026-01-02 08:44:25
92dfc6bf,high_net_worth,v2-aesthetic-first,10947.0,1056.34,0.0965,8.28,4.59,False,2026-01-10 01:40:29
7a135a22,price_sensitive,v2-aesthetic-first,19356.0,1456.73,0.0753,9.32,9.56,False,2026-01-13 11:31:20
91707a51,standard,v2-aesthetic-first,19544.0,977.2,0.05,9.08,7.34,True,2026-02-10 01:20:31
971f3245,price_sensitive,v1-balanced,19540.0,4715.03,0.2413,6.36,9.16,False,2026-01-07 14:46:29
640ca614,price_sensitive,v3-profit-seeker-p3-tiered,15706.0,3837.14,0.2443,7.37,8.75,True,2026-01-07 17:38:43
ada98fe6,standard,v3-profit-seeker-p3-tiered,14676.0,4032.77,0.2748,6.46,7.72,False,2026-01-25 00:41:21
08e0f6ce,high_net_worth,v2-aesthetic-first,27757.5,2122.14,0.0765,7.6,9.19,False,2026-01-13 03:43:00
f61239d4,price_sensitive,v3-profit-seeker-p3-tiered,10995.0,1949.33,0.1773,7.77,7.45,False,2026-02-05 17:12:09
8e9d1590,price_sensitive,v3-profit-seeker-p3-tiered,7559.0,2103.85,0.2783,8.04,5.97,False,2026-01-13 04:40:26
7fe9d3f4,price_sensitive,v3-profit-seeker-p3-tiered,7304.0,1937.89,0.2653,7.8,7.55,False,2026-02-09 23:43:51
a3727890,price_sensitive,v3-profit-seeker-p3-tiered,11158.0,2994.89,0.2684,6.73,9.4,False,2026-01-07 16:39:15
e3e5c0dd,price_sensitive,v3-profit-seeker-p3-tiered,13462.0,3920.29,0.2912,5.65,9.9,False,2026-01-30 22:45:06
269e719c,standard,v3-profit-seeker-p3-tiered,17657.0,5114.84,0.2897,6.81,9.09,False,2026-01-24 00:01:43
76033538,price_sensitive,v1-balanced,9167.0,2136.99,0.2331,7.05,6.12,True,2026-01-05 06:21:48
52fcbece,price_sensitive,v3-profit-seeker-p3-tiered,18778.0,4655.2,0.2479,7.28,9.34,False,2026-01-21 23:46:34
12f347cc,price_sensitive,v2-aesthetic-first,15319.0,1658.11,0.1082,9.01,9.24,True,2026-01-15 23:23:47
f8a35c5d,standard,v3-profit-seeker-p3-tiered,7874.0,2469.15,0.3136,6.67,6.31,False,2026-01-15 10:18:51
e40a6f55,price_sensitive,v2-aesthetic-first,18506.0,1105.35,0.0597,9.51,9.6,True,2026-02-04 06:31:28
38f5b069,price_sensitive,v3-profit-seeker-p3-tiered,16342.0,4486.32,0.2745,7.5,9.36,False,2026-01-07 12:16:21
7e3e89f9,high_net_worth,v2-aesthetic-first,25336.5,1761.21,0.0695,8.34,7.83,False,2026-01-31 06:10:18
bea0d16c,high_net_worth,v2-aesthetic-first,19039.5,1828.19,0.096,8.16,8.94,True,2026-01-15 10:02:16
